FID,OBJECTID,id,previousId,eventDate,year_,month_,day_,country,countryCod,stateProvi,county,locality,verbatimLo,decimalLat,decimalLon,geodeticDa,scientific_name,kingdom,phylum,class,order_,family,genus,specificEp,taxonRank,scientif_1,vernacular
16,576,URN:catalog:CLO:EBIRD:OBS350728479,Ara militaris,2002-11-05,2002,11,5,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
27,944,URN:catalog:CLO:EBIRD:OBS284760027,Ara militaris,2014-12-09,2014,12,9,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
30,1174,URN:catalog:CLO:EBIRD:OBS754173840,Ara militaris,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Albania,"Montes de Oca, cuenca alta del arroyo Bruno","CO | La Guajira | Montes de Oca, cuenca alta del arroyo Bruno",11.1067,-72.4735,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
53,2618,URN:catalog:CLO:EBIRD:OBS298941568,Ara militaris,2015-02-04,2015,2,4,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
54,2619,URN:catalog:CLO:EBIRD_COL:OBS628459682,Ara militaris,2018-06-05,2018,6,5,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Los Tananeos, Manaure","CO | Cesar | Los Tananeos, Manaure",10.386,-73.0546,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
70,3175,URN:catalog:CLO:EBIRD:OBS298944047,Ara militaris,2015-02-04,2015,2,4,Colombia,CO,Cesar,Valledupar,César--Before main gate of 'Ecoparque los Besotes' (Valledupar),CO | Cesar | César--Before main gate of 'Ecoparque los Besotes' (Valledupar),10.5452,-73.2314,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
76,3534,URN:catalog:CLO:EBIRD:OBS737550305,Ara militaris,2019-04-12,2019,4,12,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
91,4112,URN:catalog:CLO:EBIRD:OBS575520533,Ara militaris,2017-11-21,2017,11,21,Colombia,CO,La Guajira,Maicao,"Montes De Oca Sendero Road, La Guajira, CO (11,175, -72,371)","CO | La Guajira | Montes De Oca Sendero Road, La Guajira, CO (11,175, -72,371)",11.1748,-72.371,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
95,4252,URN:catalog:CLO:EBIRD:OBS830603834,Ara militaris,2012-07-16,2012,7,16,Colombia,CO,Cesar,Valledupar,"Cesar, CO (10.575, -73.252)","CO | Cesar | Cesar, CO (10.575, -73.252)",10.5745,-73.2522,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
100,4473,URN:catalog:CLO:EBIRD:OBS302592724,Ara militaris,2015-03-10,2015,3,10,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
111,4765,URN:catalog:CLO:EBIRD:OBS732979883,Ara militaris,2019-02-20,2019,2,20,Colombia,CO,Cesar,Manaure Balcón del Cesar,Just outside Manaure,CO | Cesar | Just outside Manaure,10.3899,-73.0211,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
115,5028,URN:catalog:CLO:EBIRD_COL:OBS628162000,Ara militaris,2018-06-05,2018,6,5,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Los Tananeos, Manaure","CO | Cesar | Los Tananeos, Manaure",10.386,-73.0546,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
118,5147,URN:catalog:CLO:EBIRD:OBS752442280,Ara militaris,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Maicao,"(11,1278,-72,4662)","CO | La Guajira | (11,1278,-72,4662)",11.1278,-72.4662,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
143,6329,URN:catalog:CLO:EBIRD:OBS315800611,Ara militaris,2015-04-21,2015,4,21,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
144,6429,URN:catalog:CLO:EBIRD:OBS829583426,Ara militaris,2019-11-19,2019,11,19,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
149,6528,URN:catalog:CLO:EBIRD:OBS638476410,Ara militaris,2018-05-14,2018,5,14,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
160,6946,URN:catalog:CLO:EBIRD:OBS369331590,Ara militaris,2015-06-18,2015,6,18,Colombia,CO,Cesar,Manaure Balcón del Cesar,"10.3899x-73.0198 - Jun 18, 2015, 9:14 AM","CO | Cesar | 10.3899x-73.0198 - Jun 18, 2015, 9:14 AM",10.3899,-73.0198,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
167,7082,URN:catalog:CLO:EBIRD:OBS714212006,Ara militaris,2019-02-20,2019,2,20,Colombia,CO,Cesar,Manaure Balcón del Cesar,Just outside Manaure,CO | Cesar | Just outside Manaure,10.3899,-73.0211,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
170,7218,URN:catalog:CLO:EBIRD:OBS828469097,Ara militaris,2019-11-14,2019,11,14,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
173,7328,URN:catalog:CLO:EBIRD:OBS500700644,Ara militaris,2017-05-13,2017,5,13,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure y alrededores,CO | Cesar | Manaure y alrededores,10.3839,-73.0156,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
178,7557,URN:catalog:CLO:EBIRD:OBS526820561,Ara militaris,2017-08-20,2017,8,20,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
191,8112,URN:catalog:CLO:EBIRD:OBS735759879,Ara militaris,2019-04-06,2019,4,6,Colombia,CO,Cesar,Manaure Balcón del Cesar,Vereda Casagrande,CO | Cesar | Vereda Casagrande,10.3914,-73.0108,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
194,8335,URN:catalog:CLO:EBIRD:OBS573066660,Ara militaris,2018-01-31,2018,1,31,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
206,8930,URN:catalog:CLO:EBIRD:OBS281425792,Ara militaris,2009-02-24,2009,2,24,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
224,9696,URN:catalog:CLO:EBIRD:OBS752363507,Ara militaris,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Albania,"Montes de Oca, cuenca alta del arroyo Bruno","CO | La Guajira | Montes de Oca, cuenca alta del arroyo Bruno",11.1067,-72.4735,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
233,9957,URN:catalog:CLO:EBIRD:OBS564218093,Ara militaris,2008-07-11,2008,7,11,Colombia,CO,Cesar,La Paz,Chamicero del Perijá Proaves Reserve,CO | Cesar | Chamicero del Perijá Proaves Reserve,10.3627,-72.9492,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
241,10267,URN:catalog:CLO:EBIRD:OBS335176404,Ara militaris,2015-08-02,2015,8,2,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
243,10541,URN:catalog:CLO:EBIRD:OBS792818016,Ara militaris,2011-09-05,2011,9,5,Colombia,CO,La Guajira,Fonseca,"DMI Serranía Perijá, Guajira(Sector Puerto López - Las Colonias)","CO | La Guajira | DMI Serranía Perijá, Guajira(Sector Puerto López - Las Colonias)",10.7767,-72.6916,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
249,10815,URN:catalog:CLO:EBIRD:OBS829782655,Ara militaris,2019-11-18,2019,11,18,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
252,10854,URN:catalog:CLO:EBIRD:OBS413695766,Ara militaris,2009-02-07,2009,2,7,Colombia,CO,Cesar,Manaure Balcón del Cesar,Vereda el Cinco,CO | Cesar | Vereda el Cinco,10.3801,-72.9181,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
253,10997,URN:catalog:CLO:EBIRD:OBS752792416,Ara militaris,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Hatonuevo,"(11,067, -72,767)","CO | La Guajira | (11,067, -72,767)",11.0672,-72.7668,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
256,11075,URN:catalog:CLO:EBIRD:OBS500642656,Ara militaris,2017-05-13,2017,5,13,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure y alrededores,CO | Cesar | Manaure y alrededores,10.3839,-73.0156,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
267,11687,URN:catalog:CLO:EBIRD:OBS335117471,Ara militaris,2015-08-02,2015,8,2,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
268,11793,URN:catalog:CLO:EBIRD:OBS701827340,Ara militaris,2019-01-23,2019,1,23,Colombia,CO,Cesar,Valledupar,"Ecoparque Los Besotes, Cesar, CO (10.567, -73.253)","CO | Cesar | Ecoparque Los Besotes, Cesar, CO (10.567, -73.253)",10.567,-73.2528,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
275,12022,URN:catalog:CLO:EBIRD:OBS828401327,Ara militaris,2019-11-16,2019,11,16,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
279,12133,URN:catalog:CLO:EBIRD:OBS378254000,Ara militaris,2013-02-12,2013,2,12,Colombia,CO,La Guajira,Riohacha,Vereda La Mesa Corregim. Juan y Medio,CO | La Guajira | Vereda La Mesa Corregim. Juan y Medio,11.1212,-72.9525,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
282,12236,URN:catalog:CLO:EBIRD:OBS753041617,Ara militaris,2019-04-29,2019,4,29,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
309,13498,URN:catalog:CLO:EBIRD:OBS636295800,Ara militaris,2016-07-04,2016,7,4,Colombia,CO,La Guajira,Barrancas,DMI Serranía de Perijá,CO | La Guajira | DMI Serranía de Perijá,10.8886,-72.6173,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
311,13600,URN:catalog:CLO:EBIRD_CAMERICA:OBS828146333,Ara militaris,2019-11-15,2019,11,15,Colombia,CO,La Guajira,Albania,"(11.1670,-72.5445) Arroyo Bruno 75-100 m","CO | La Guajira | (11.1670,-72.5445) Arroyo Bruno 75-100 m",11.167,-72.5445,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
317,13717,URN:catalog:CLO:EBIRD:OBS751657373,Ara militaris,2019-05-04,2019,5,4,Colombia,CO,Cesar,Manaure Balcón del Cesar,Vereda Casagrande,CO | Cesar | Vereda Casagrande,10.3914,-73.0108,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
325,14028,URN:catalog:CLO:EBIRD:OBS437325215,Ara militaris,2016-10-20,2016,10,20,Colombia,CO,Cesar,Manaure Balcón del Cesar,Vía Manaure,CO | Cesar | Vía Manaure,10.388,-73.0543,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
332,14604,URN:catalog:CLO:EBIRD:OBS731247260,Ara militaris,2019-02-20,2019,2,20,Colombia,CO,Cesar,Manaure Balcón del Cesar,Just outside Manaure,CO | Cesar | Just outside Manaure,10.3899,-73.0211,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
351,15578,URN:catalog:CLO:EBIRD:OBS613657046,Ara militaris,2018-05-05,2018,5,5,Colombia,CO,La Guajira,Albania,Reserva Forestal Protectora Regional Montes de Oca,CO | La Guajira | Reserva Forestal Protectora Regional Montes de Oca,11.1523,-72.4454,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
358,15841,URN:catalog:CLO:EBIRD:OBS735201289,Ara militaris,2017-10-30,2017,10,30,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
369,16144,URN:catalog:CLO:EBIRD:OBS705724948,Ara militaris,2002-11-09,2002,11,9,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
373,16308,URN:catalog:CLO:EBIRD:OBS831674386,Ara militaris,2019-11-24,2019,11,24,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
378,16587,URN:catalog:CLO:EBIRD:OBS339649807,Ara militaris,2015-07-31,2015,7,31,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
381,16671,URN:catalog:CLO:EBIRD:OBS752350737,Ara militaris,2019-05-04,2019,5,4,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
385,16837,URN:catalog:CLO:EBIRD:OBS753388628,Ara militaris,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Fonseca,"(10,789, -72,74)marimonda Perija Fonseca","CO | La Guajira | (10,789, -72,74)marimonda Perija Fonseca",10.7889,-72.7404,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
389,16932,URN:catalog:CLO:EBIRD:OBS327628340,Ara militaris,2015-06-18,2015,6,18,Colombia,CO,Cesar,Manaure Balcón del Cesar,"10.3899x-73.0198 - Jun 18, 2015, 9:14 AM","CO | Cesar | 10.3899x-73.0198 - Jun 18, 2015, 9:14 AM",10.3899,-73.0198,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
390,16947,URN:catalog:CLO:EBIRD:OBS830210129,Ara militaris,2019-10-30,2019,10,30,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
